,130
3,11,36,136,254,47,0,0,2,0,0,0,0,0,0,0,130
5,23,43,144,254,57,0,0,2,0,0,0,0,0,0,0,130
6,34,48,150,254,66,0,0,2,0,0,0,0,0,0,0,130
8,45,54,158,254,73,0,0,2,0,0,0,0,0,0,0,130
8,53,65,172,254,72,0,0,2,0,0,0,0,0,0,0,130
9,62,78,185,254,72,0,0,2,0,0,0,0,0,0,0,130
9,84,99,201,254,74,0,0,2,0,0,0,0,0,0,0,130
9,108,126,216,254,78,0,0,2,0,0,0,0,0,0,0,130
9,131,157,240,254,82,0,0,2,0,0,0,0,0,0,0,130
9,155,192,254,254,86,0,0,2,0,0,0,0,0,0,0,130
9,177,226,254,254,89,0,0,2,0,0,0,0,0,0,0,130
9,200,254,254,254,92,0,0,2,0,0,0,0,0,0,0,130
10,223,254,254,254,95,0,1,2,0,0,0,0,0,0,0,130
10,246,254,254,254,97,1,1,2,0,0,0,0,0,0,0,130
10,254,254,254,254,99,1,2,2,0,0,0,0,0,0,0,130
10,254,254,254,254,102,1,2,2,0,0,0,0,0,0,0,130
10,254,254,254,254,102,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,104,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,104,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
16,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
16,254,254,254,254,102,1,3,2,0,0,0,0,0,0,0,130
20,254,254,254,254,102,1,3,2,0,0,0,0,0,0,0,130
22,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
21,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
16,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
16,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
16,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,103,1,3,2,0,0,0,0,0,0,0,130
13,254,254,254,254,104,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,104,1,3,2,0,0,0,0,0,0,0,130
11,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
10,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
11,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
11,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
11,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
11,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,109,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
18,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,108,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
12,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
18,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
13,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
13,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
13,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
13,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,105,1,3,2,0,0,0,0,0,0,0,130
21,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
21,254,254,254,254,106,1,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,107,2,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,107,2,3,2,0,0,0,0,0,0,0,130
15,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
14,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
20,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
23,254,254,254,254,107,1,3,2,0,0,0,0,0,0,0,130
