,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
50,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,130
119,33,19,1,0,0,0,0,0,0,0,0,0,0,0,0,130
189,67,53,9,0,0,0,0,0,0,0,0,0,0,0,0,130
254,102,94,22,0,0,0,0,0,0,0,0,0,0,0,0,130
254,136,135,35,1,0,5,2,0,0,0,0,0,0,0,0,130
254,171,177,45,1,0,32,24,0,0,0,0,0,0,0,0,130
254,204,216,51,1,2,61,62,0,0,0,0,0,0,0,0,130
254,245,252,58,2,6,96,105,0,0,0,1,0,0,0,0,130
254,254,235,55,2,10,133,149,0,0,1,2,0,0,0,0,130
254,254,254,67,1,14,172,192,0,0,1,3,0,0,0,0,130
254,254,254,82,1,18,211,236,0,0,1,3,0,0,0,0,130
254,254,254,85,1,22,227,254,0,0,1,4,0,0,0,0,130
254,254,254,84,1,25,239,254,0,0,1,5,0,0,0,0,130
254,254,254,86,1,28,254,254,0,0,2,9,0,0,0,0,130
254,254,254,90,1,28,254,254,0,0,2,11,0,0,0,0,130
254,254,254,98,1,27,254,254,0,0,2,13,0,0,0,0,130
254,254,254,105,1,27,252,254,0,0,2,15,0,0,0,0,130
254,254,254,108,1,27,251,254,0,0,2,15,0,0,0,0,130
254,254,254,109,1,27,251,254,0,0,2,15,0,0,0,0,130
254,254,254,110,1,27,250,254,0,0,2,15,0,0,0,0,130
254,254,254,109,1,27,249,254,0,0,2,15,0,0,0,0,130
254,254,254,108,1,27,250,254,0,0,2,15,0,0,0,0,130
254,254,254,106,1,27,251,254,0,0,2,14,0,0,0,0,130
254,254,254,105,1,27,250,254,0,0,2,14,0,0,0,0,130
254,254,254,106,1,27,249,254,0,0,2,14,0,0,0,0,130
254,254,254,107,1,27,248,254,0,0,2,14,0,0,0,0,130
254,254,254,106,1,27,247,254,0,0,2,14,0,0,0,0,130
254,254,254,106,1,27,246,254,0,0,2,14,0,0,0,0,130
254,254,254,105,1,27,246,254,0,0,2,13,0,0,0,0,130
254,254,254,104,1,27,245,254,0,0,2,13,0,0,0,0,130
254,254,254,104,1,27,245,254,0,0,2,12,0,0,0,0,130
254,254,254,106,1,27,244,254,0,0,2,12,0,0,0,0,130
254,254,254,107,1,27,244,254,0,0,2,12,0,0,0,0,130
254,254,254,108,1,27,244,254,0,0,2,11,0,0,0,0,130
254,254,254,109,1,27,244,254,0,0,2,11,0,0,0,0,130
254,254,254,108,1,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,108,1,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,110,1,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,112,1,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,113,2,27,246,254,0,0,2,11,0,0,0,0,130
254,254,254,114,2,27,247,254,0,0,2,12,0,0,0,0,130
254,254,254,117,2,27,247,254,0,0,2,12,0,0,0,0,130
254,254,254,119,2,27,247,254,0,0,2,12,0,0,0,0,130
254,254,254,120,2,27,248,254,0,0,2,12,0,0,0,0,130
254,254,254,122,2,27,248,254,0,0,2,13,0,0,0,0,130
254,254,254,124,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,126,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,126,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,126,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,127,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,130,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,130,2,27,247,254,0,0,2,13,0,0,0,0,130
254,254,254,130,2,27,247,254,0,0,2,12,0,0,0,0,130
254,254,254,131,2,27,246,254,0,0,2,12,0,0,0,0,130
254,254,254,130,2,27,246,254,0,0,2,12,0,0,0,0,130
254,254,254,129,2,27,246,254,0,0,2,12,0,0,0,0,130
254,254,254,129,2,27,245,254,0,0,2,12,0,0,0,0,130
254,254,254,129,2,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,128,2,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,127,2,27,245,254,0,0,2,11,0,0,0,0,130
254,254,254,124,2,27,244,254,0,0,2,11,0,0,0,0,130
254,254,254,120,2,27,244,254,0,0,2,11,0,0,0,0,130
254,254,254,116,2,27,244,254,0,0,2,12,0,0,0,0,130
254,254,254,111,2,27,243,254,0,0,2,14,0,0,0,0,130
254,254,254,106,2,27,243,254,0,0,2,16,0,0,0,0,130
254,254,254,102,2,27,242,254,0,0,2,17,0,0,0,0,130
254,254,254,97,1,28,241,254,0,0,2,17,0,0,0,0,130
254,254,254,93,1,28,240,254,0,0,2,17,0,0,0,0,130
254,254,254,90,1,28,238,254,0,0,2,17,0,0,0,0,130
254,254,254,93,1,28,236,254,0,0,2,16,0,0,0,0,130
254,254,254,100,1,28,234,254,0,0,2,15,0,0,0,0,130
254,254,254,103,1,28,231,254,0,0,2,15,0,0,0,0,130
254,254,254,105,1,27,229,254,0,0,2,15,0,0,0,0,130
254,254,254,104,1,27,227,254,0,0,2,15,0,0,0,0,130
254,254,254,104,2,27,225,254,0,0,2,14,0,0,0,0,130
254,254,254,99,2,27,223,254,0,0,2,13,0,0,0,0,130
254,254,254,97,2,27,222,254,0,0,2,13,0,0,0,0,130
254,254,254,97,2,27,223,254,0,0,2,12,0,0,0,0,130
254,254,254,97,2,27,224,254,0,0,2,11,0,0,0,0,130
254,254,254,96,2,27,225,254,0,0,2,12,0,0,0,0,130
254,254,254,94,2,28,224,254,0,0,2,14,0,0,0,0,130
254,254,254,92,2,28,223,254,0,0,2,16,0,0,0,0,130
254,254,254,90,2,28,222,254,0,0,2,17,0,0,0,0,130
254,254,254,91,2,28,222,254,0,0,2,19,0,0,0,0,130
254,254,254,91,2,28,222,254,0,0,2,18,0,0,0,0,130
254,254,254,94,2,28,222,254,0,0,2,17,0,0,0,0,130
254,254,254,94,2,28,221,254,0,0,2,15,0,0,0,0,130
254,254,254,95,2,28,221,254,0,0,2,15,0,0,0,0,130
254,254,254,95,2,28,220,254,0,0,2,16,0,0,0,0,130
254,254,254,97,2,28,220,254,0,0,2,16,0,0,0,0,130
254,254,254,100,2,28,219,254,0,0,2,16,0,0,0,0,130
254,254,254,100,2,28,219,254,0,0,2,16,0,0,0,0,130
254,254,254,99,2,28,218,254,0,0,2,15,0,0,0,0,130
254,254,254,98,2,28,218,254,0,0,2,15,0,0,0,0,130
254,254,254,100,2,28,218,254,0,0,2,15,0,0,0,0,130
254,254,254,102,2,28,218,254,0,0,2,16,0,0,0,0,130
254,254,254,107,2,28,218,254,0,0,2,17,0,0,0,0,130
